AIPPID,Title,AltTitle,Type,Media Identifier,Medium,Location,Artist(s),Date,Dimensions,Marks,Subject,Owner,Condition,References,HistoricalSubject,PublicSpace,Exterior/Interior,RecordCreationDate,Remarks,Latitude,Longitude,In Progress,Deaccessioned
398,Needle and Thread (Transit Shelter),,Transit Shelter,Metal,,28th/31st Avenue Connector,"Dahlquist, David",Expected 2012,2' x 4' ; 4' x 8',,A transit shelter with a thread woven through the mesh wall with a needle running vertically by the shelter.,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,5/18/12,This transit shelter compliments the theme of quilting and connectivity that runs through the connector bridge.,36.149839,-86.818187,TRUE,FALSE
399,Magnolia Shelters at Charlotte Avenue and 28th/31st Avenue,,Transit Shelter,Metal,,28th/31st Avenue Connector,"Berry, Kevin",Expected 2012,5' x 10' (3); 2' x 8',,Transit shelters with magnolia branches and flowers on the screen and columns and a bent roof supporting the structure.,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,5/18/12,"These transit shelters continue the theme of connectivity by drawing inspiration from both Hadley Park and Centennial Park. The roof of the structure is mirrored after the roof of the amphitheater in Hadley Park, while the columns are modeled after those on the Parthenon replica. The magnolia shade screens and cast concrete bench celebrate the beauty of the magnolia trees in our community.",36.153674,-86.818316,TRUE,FALSE
400,KVB Roundabout,,Sculpture,Unknown,,KVB Roundabout,Unknown,Expected 2014,,,Artist currently being selected,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,5/18/12,,36.154697,-86.779386,TRUE,FALSE
401,Liquid 615,,Sculpture,Mixed Media,"Blue glass, LED lighting, galvanized metal",Antioch Community Center,"Allison, Michael",Expected 2012,,,Waterdrops dropping off of a metal pole running alongside the outside community center wall.,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,5/18/12,"Allison writes, “The drops represent the flood waters, but also the tears of the individuals in the Antioch community. When I participated in the community meeting, I was so struck by the stories of the community’s strength and perseverance after the flood in Antioch. These individual drops are all held together by a strong galvanized metal to represent this bond that held the community together in the aftermath of such tragedy.”",36.055845,-86.673000,TRUE,FALSE
402,Untitled (Pier),,Sculpture,Mixed Media,"Composite decking, aluminum, windsocks",Cumberland River Pedestrian Bridge,"Cote, Derek",Expected 2012,,,"Windsocks on fifteen foot polls, each inscribed with adjectives that describe the river and the people.",Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,5/18/12,"Coté describes, “The artwork is intended to provide a place for visitors to slow down and reflect on the beauty and physical presence of the Cumberland River rather than be reminded specifically of
the devastating floods of 2010.
The design’s most prominent feature is
a series of four to five windsocks mounted atop fifteen-foot high aluminum masts. Each windsock is
custom appliquéd with two adjectives (one on each side) that describe the majestic nature of the river and the tenacity of the residents The goal is to
choose adjectives that universally illustrate the river and the people of
this neighborhood.”",36.189788,-86.689544,TRUE,FALSE
403,Tool Fire,,Sculpture,Mixed Media,"Welded metal hand tools, metal pipe, paint",Shelby Bottoms Park,"Fennell, Christopher",Expected 2012,12'H x 10'W x 7'diameter,,Metal handtools welded together and painted black in the shape of flames over a firepit.,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,5/18/12,"Artist Christopher Fennell writes, “Referencing the tremendous clean up efforts by the community and volunteers, the sculpture is a construction of hand tools over the existing fire pit next to the suspension bridge. The shape of each panel will be built from tools welded together and painted black. Fennell intends the artwork to “…look like waves within the fire…”",36.190825,-86.691912,TRUE,FALSE
404,Emergence,,Sculpture,Mixed Media,"Cast water-impermeable concrete, powdered pigments",Hartman Park,"Jackson, Buddy",Expected 2012,,,A large face of an African American woman emerging from the ground,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,5/18/12,"Jackson writes, ""“I learned at the community meeting, that unlike other areas of Nashville, the flood is very much still in the Bordeaux community…Many homes still remain abandoned, and many people are still struggling to find resolution. I also discovered a very strong sense of pride in the community of Bordeaux…a determination that they will emerge from the water intact, made whole, and stronger than ever. My concept is to construct a large face of an African-American woman emerging from the earth. This face would serve as a symbol of every individual story of danger, loss, strength and determination to push through the setbacks caused by both nature and of humans, and emerge proud and strong from the swirling waters.""",36.209810,-86.824725,TRUE,FALSE
405,Anchor in the Storm,,Sculpture,Mixed Media,"Yellow pine logs, limestone boulder, anchor chain",West Park Community Center,"Benson, Lee & Betty",Expected 2012,,,A wooden platform constructed out of pine logs anchored by a chain to a limestone boulder,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,5/18/12,"Collaborative artists Lee & Betty Benson write, “Our piece is conceived on the ties between the West Park neighborhood and the Rogers Group, Inc. REOStone Limestone Quarry; we see the two inextricably linked by the millennial flood that occurred in May, 2010.”",36.161024,-86.863058,TRUE,FALSE
406,Bellevue Bench Mark,,Sculpture,Concrete,Polychrome concrete,Harpeth Knoll Park,"Nutt, Craig",Expected 2012,15'W x 2'H,,A bench with the Harpeth River traced on the top surface. An incription around the rim of the seat comments on the flood,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,5/18/12,"Artist Craig Nutt writes about his experience participating in the Bellevue community meeting, ""Flood experiences ranged from helping neighbors to the loss of family members. The participants portrayed a community that is neighborly, resolute, resilient and proud of the way they pulled together during and after the flood’not victims, but survivors."" 
Nutt describes, ""The bench is derived from maps of the May 2010 flood in Bellevue. The blue line traces the riverbed of the Harpeth River as it winds through Bellevue. The path of the riverbed extends below the top surface (flood waters) to provide support to the bench.""",36.058934,-86.937682,TRUE,FALSE
407,Reflection,,Sculpture,Mixed Media,Black granite and stainless steel,Shelby Park,"Argent, Lawrence",Expected 2012,"Bird: 7'11""H; Wall: 12'H x 12'W x 2'5""D",,A mockingbird with a mirror-like surface appearing to be mercurious and liquid. The bird is looking at a swirling wall with a hole in the center.,Metropolitan Nashville Arts Commission,,http://www.artsnashville.org/PublicArt.aspx?MID=3,FALSE,TRUE,TRUE,5/21/12,The mockingbird is Tennessee's state bird as well as an intelligent and playful bird. Inspiration comes from the site's history as an amusement park and is expressed in the bird's mirror-like surface which is constantly changing what it reflects. The wall and the hole suggest curiosity and passage as well as carrying the theme of play and amusement.,36.168381,-86.729916,TRUE,FALSE
408,Star,,Bike Rack,Unknown,,To be determined,"Allison, Michael",Expected 2012,"48"" x 96"" x 2""",,This design uses the frames of six recycled bikes to create a geometric bike rack.,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,5/21/12,"Allen's goal in creating this bike rack was to create a visually and artistically appealing piece while still being functional. The rack also encourages environmentally healthy lifestyles and practices, just as Allen has salvaged bikes from junk yards to repurpose and reuse.",,,TRUE,FALSE
409,Pedal Petroleum,,Bike Rack,Metal,Metal,To be determined,"Buffett, William",Expected 2012,"8"" x 4""",,"Bright yellow, green, red, and black facsimile of antique gas pump.",Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,5/21/12,This design references Nashville's efforts and successes in becoming a green community. The antique gas pump serving as a bike rack reinforces Nashville's new image as well as the message of a cleaner and healthier community relying more on bikes and exercise and less on cars and gas.,,,TRUE,FALSE
410,Handlebar Moustache,,Bike Rack,Mixed Media,Concrete and fabricated metal,To be determined,"Colt, Jenna",Expected 2012,"40"" x 120"" x 30""",,A handlebar moustache serving as a bike rack.,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,5/21/12,"Inspired by Nashville's love and history of interesting facial hair, Handlebar Moustache plays on the city's sense of humor. Furthermore, the ""handlebar moustache"" gets its name from the bicycle part of the same name during the art nouveau period.",,,TRUE,FALSE
411,City Irises,,Bike Rack,Unknown,,To be determined,"Eichman, Jessica",Expected 2012,,,Three painted metal irises,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,5/21/12,Inspired by the state flower of Tennessee and designed to add color and whimsy to a Nashville street corner,,,TRUE,FALSE
412,On Air,,Bike Rack,Steel,"Steel, square tubing, rebar",To be determined,"Griffith, Samantha",Expected 2012,12' x 5' x 5',,"An abstracted radio tower with a ball crowning the top inscribed with ""On Air"". From the top, there are radio waves and lightning bolts.",Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,5/21/12,Inspired by the history of live radio and music in Nashville.,,,TRUE,FALSE
413,Good Eats,,Bike Rack,Mixed Media,"Fiberglass with faux wood finish, stainless steel pipes, steel",To be determined,"Henderson, Wayne",Expected 2012,16' x 5' x 5',,"A wire whisk sitting on a round steel plate of ""liquid"" that the whisk is stirring.",Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,5/21/12,"One of the criteria that makes a great city is its food. Nashville has a great restaurant and local food scene, and that is represented in this bike rack through one of the basic kitchen tools: the whisk.",,,TRUE,FALSE
414,Airwaves,,Bike Rack,Steel,Powder coated steel tubing,To be determined,"Hendrix, Suzy",Expected 2012,"3' x 9' x 30""",,"Operational bike pumps on either end of the wave with sound waves flowing out of them, as if created by the pumps.",Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,5/21/12,,,,TRUE,FALSE
415,Sound Board Sliders,,Bike Rack,Metal,Powdered covered metals,To be determined,"McDaniel, Duncan",Expected 2012,"8"" x 17.5"" x 6""",,A representation of the volumn control sliders found on a sound board in all music studios.,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,5/21/12,,,,TRUE,FALSE
416,Almost There,,Bike Rack,Metal,Powdered covered metals,To be determined,"McDaniel, Duncan",Expected 2012,"3.5' x 30"" x 4""",,A time-lapse sequence depicting a pair of running legs. It is an anthropomorphization of the traditional u-shape bike rack.,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,5/21/12,This rack illustrates Nashville's emphasis on healtha and exercising along with its playful and creative side.,,,TRUE,FALSE
417,Lyrical Rider,,Bike Rack,Steel,Stainless steel or aluminum,To be determined,"Novak, Tony",Expected 2012,"66"" x 86"" x 2""",,A fluid bicycalist and bike with a musical staff encorporated into the wheel,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,5/21/12,This rack is easily visible to cyclists as a bike rack and merges the musical creativity and legacy of Nashville with the healthy and environmentally-friendly side of Nashville.,,,TRUE,FALSE
418,"No title given: (Cumberland Museum and Science Center Mural, (sculpture)",,Mural,Ceramic Tile,Ceramic,Adventure Science Center,"Lederer, William, Ron and Judy",1984,Approx. H. 10 ft. W. 30 ft.,signed,"A ceramic mural depicting the main types of trees and geological features of Nashville-Davidson County, TN.  The mural shows a cross section of the earth with the geological layers beneath the surface and the rolling hills and river valleys above the surface.  On the surface are various species of trees found in the area.  The mural is located on an exterior wall of a building.  It juts out and them back in towards the wall of the science center in a zigzag shape.  The colors of the mural are tan and brown.
Landscape -- Tennessee -- Nashville.
Landscape -- River -- Harpeth River
Landscape -- River -- Stones River
Landscape -- River -- Cumberland River
Waterscape -- Lake -- J.Percy Priest Reservoir
Animal -- Deer",Cumberland Museum and Science Center,Surveyed in 1992 July.  Well maintained.,"Save Outdoor Sculpture, TN survey, 1992.",FALSE,TRUE,TRUE,2/23/98,"IAS files contain a flyer on the mural which describes the ecological-geological profile of Nashville-Davidson County.  Ron and Judy Lederer of Forrest Valley Pottery did the mural art.
Lederer, William, sculptor.
Lederer, Judy, sculptor.
Lederer, Ron, sculptor.
Forrest Valley Pottery, fabricator.",,,FALSE,TRUE
419,Tennessee Fox Trot Carousel,,Sculpture,Mixed Media,,Tennessee State Museum,"Grooms, Red",1997,,,"The figures on the merry-go-round depict 36 important figures from Tennessee history, including Andrew Jackson, the Everly Brothers, and Goo-Goo Boy among others.",Tennessee State Museum,No longer at Riverfront Park; now disassembled at the TN State Museum,http://www.wnpt.org/productions/carousel/index.html,FALSE,FALSE,FALSE,10/8/97,,,,FALSE,TRUE
420,Bison,,Land Art,Steel,Stainless steel baskets,Corner of Hillsboro Pike and Tyne Blvd,"LeQuire, Alan",1995,,,Topiary bison in a natural area. The topiary is grown on steel frames.,City of Forest Hills,,,FALSE,TRUE,TRUE,1/10/97,,36.079388,-86.837167,FALSE,FALSE
422,"""Citters""",,Sculpture,Metal,,Warner Park Nature Center,,,,,,,,,FALSE,FALSE,FALSE,6/26/12,,,,FALSE,FALSE
